Day,Search term,Match type,Added/Excluded,Ad group,Keyword,Clicks,Impr.,CTR,Currency code,Avg. CPC,Cost,Conv. rate,Conversions,Cost / conv.
2026-04-12,vakantiewoningen voor groepen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > groep,[groepshuis huren],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-02,unieke overnachting met kinderen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[overnachting met kinderen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-03,weekend weg met familie 10 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 9-13 persoons,[10 personen accommodatie],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-04,vakantie bungalow,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiehuis,[bungalow],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-03-31,huis met zwembad,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[huisje met prive zwembad],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-05,huisjes te huur,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiehuis,[huisjes huren],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-03-31,vakantiewoning 4 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 1-4 persoons,[4 personen huisje],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-07,groepsaccommodatie 40 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 20+ persoons,[vakantiehuis 40 personen],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-13,groepsaccommodatie 7 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 5-8 persoons,[7 personen huisje huren],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-08,8 persoons vakantiehuis,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 5-8 persoons,[vakantiehuisje 8 personen],0,3,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-12,huisje 4 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 1-4 persoons,[4 personen huisje],1,2,50.00%,EUR,1.96,1.96,0.00%,0.00,0.00
2026-04-11,huis huren 16 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 14-19 persoons,[vakantiehuis 16 personen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-07,grote groepen accommodatie,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > groep,[groepshuis huren],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-05,groepsverblijf 20 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 20+ persoons,[20 persoons vakantiehuis],1,1,100.00%,EUR,1.09,1.09,0.00%,0.00,0.00
2026-04-05,huisje huren voor 12 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 9-13 persoons,[12 personen huis huren],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-02,12 persoons huis,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 9-13 persoons,[huisje 12 personen],1,1,100.00%,EUR,1.49,1.49,0.00%,0.00,0.00
2026-03-31,groepsaccommodatie 8 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 5-8 persoons,[vakantiehuisje 8 personen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-09,2 persoons huisje,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 1-4 persoons,[2 personen huisje],0,3,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-03,vakantiepark met baby,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[vakantiepark kleine kinderen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-07,villa met prive zwembad,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[huisje met prive zwembad],6,6,100.00%,EUR,1.78,10.69,0.00%,0.00,0.00
2026-04-10,overnachten safaritent,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > safaritent,[safaritent],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-12,chalet 9 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 9-13 persoons,[9 personen bungalow],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-03,leuke vakantie met kleine kinderen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[kinder vakantie],1,1,100.00%,EUR,1.99,1.99,0.00%,0.00,0.00
2026-04-10,vakantiehuisjes,Exact match,Added,LDL | NL | S | GE | Accommodations > vakantiehuis,[vakantiehuisjes],5,39,12.82%,EUR,1.90,9.48,0.00%,0.00,0.00
2026-04-12,huisjes,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiehuis,[vakantie huisjes],0,4,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-05,huisjes huren,Exact match,Added,LDL | NL | S | GE | Accommodations > vakantiehuis,[huisjes huren],0,6,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-03-31,luxe wellness bungalow,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > wellness,[wellness bungalow],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-07,vakantiehuis met hottub,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > bubbelbad,[vakantiehuisje hottub],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-01,met kind op reis,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[reizen met kinderen],0,3,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-09,bungalow met sauna huren,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > sauna,[huisje met sauna],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-13,vakantieparken met hottub,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > bubbelbad,[huisjes met hottub],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-11,vakantiepark met hottub,Exact match,Added,LDL | NL | S | GE | Accommodations > bubbelbad,[vakantiepark met hottub],1,13,7.69%,EUR,1.99,1.99,0.00%,0.00,0.00
2026-04-13,familieweekend 20 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 20+ persoons,[20 personen accommodatie],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-06,bubbelbad huisje,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > bubbelbad,[huisje met bubbelbad],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-08,wellness huisje bos,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > wellness,[wellness huisje in het bos],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-10,bungalow met sauna huren,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > sauna,[huisje met sauna],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-05,vakantiehuisje prive zwembad,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[huisje met prive zwembad],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-11,wellness vakantiehuisje,Exact match,Added,LDL | NL | S | GE | Accommodations > wellness,[wellness vakantiehuisje],2,16,12.50%,EUR,1.94,3.87,0.00%,0.00,0.00
2026-03-31,wellness vakantiehuisje,Exact match,Added,LDL | NL | S | GE | Accommodations > wellness,[wellness vakantiehuisje],1,4,25.00%,EUR,1.97,1.97,0.00%,0.00,0.00
2026-04-03,vakantiehuisje boeken,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiehuis,[huisje boeken],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-12,vakantiepark met tropisch zwembad,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[vakantie met subtropisch zwembad],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-02,vakantiehuis 18 personen,Exact match,Added,LDL | NL | S | GE | Accommodations > 14-19 persoons,[vakantiehuis 18 personen],0,3,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-03-31,vakantiewoningen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiehuis,[vakantiehuis],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-02,huis voor 6 personen huren,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 5-8 persoons,[6 personen huisje huren],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-03,vakantiepark met kids,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[kindvriendelijke vakantieparken],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-13,nachtje weg met kleuter,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[logeren met kinderen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-11,groepsaccommodatie 15 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 14-19 persoons,[15 persoons vakantiehuis],0,3,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-12,huis 14 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 14-19 persoons,[14 persoons vakantiehuis],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-03-31,huur een huisje,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiehuis,[vakantiehuisje huren],1,1,100.00%,EUR,1.72,1.72,0.00%,0.00,0.00
2026-04-03,vakantie 2 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 1-4 persoons,[2 personen vakantie],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-03-31,accommodatie met sauna,Exact match,Added,LDL | NL | S | GE | Accommodations > sauna,[accommodatie met sauna],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-08,vakantiehuis huren 12 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 9-13 persoons,[12 persoons vakantiehuis],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-10,villa met prive zwembad,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[vakantiehuis met prive zwembad],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-01,huis voor 8 personen huren,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 5-8 persoons,[8 personen huisje huren],1,2,50.00%,EUR,2.00,2.00,0.00%,0.00,0.00
2026-04-13,groepshuis,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > groep,[grote vakantiehuizen],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-09,safaritent overnachten,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > glamping,[glamping safaritent],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-13,huisje 2 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 1-4 persoons,[2 personen accommodatie],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-11,vakantiehuisje met jacuzzi,Exact match,Added,LDL | NL | S | GE | Accommodations > bubbelbad,[vakantiehuisje met jacuzzi],11,37,29.73%,EUR,1.84,20.29,0.00%,0.00,0.00
2026-04-12,kleinschalig vakantiepark kindvriendelijk,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[vakantiepark kleine kinderen],1,2,50.00%,EUR,1.89,1.89,0.00%,0.00,0.00
2026-04-01,huisje met zwembad,Exact match,Added,LDL | NL | S | GE | Accommodations > zwembad,[huisje met zwembad],0,6,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-05,vakantiehuis 10 personen,Exact match,Added,LDL | NL | S | GE | Accommodations > 9-13 persoons,[vakantiehuis 10 personen],2,14,14.29%,EUR,1.97,3.94,0.00%,0.00,0.00
2026-04-13,vakantiepark dreumes,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[vakantiepark kleine kinderen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-13,familieweekend accommodatie 40 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 20+ persoons,[40 persoons vakantiehuis],1,1,100.00%,EUR,1.96,1.96,0.00%,0.00,0.00
2026-03-31,vakantiehuis 10 personen op park,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 9-13 persoons,[10 personen vakantiepark],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-09,vakantiehuis voor 20 personen,Exact match,Added,LDL | NL | S | GE | Accommodations > 20+ persoons,[vakantiehuis voor 20 personen],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-12,recreatiepark,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiepark,[vakantiepark],0,3,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-12,leuk nachtje weg met kinderen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[logeren met kinderen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-13,familieweekend huis 20 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 20+ persoons,[vakantiehuis 20 personen],2,3,66.67%,EUR,1.62,3.24,0.00%,0.00,0.00
2026-04-10,wellness huisjes 2 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > wellness,[wellness huisje 2 personen],2,1,200.00%,EUR,1.94,3.88,0.00%,0.00,0.00
2026-04-08,ferienpark,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiepark,[vakantiepark],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-04,bungalow met subtropisch zwemparadijs,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[huisje met subtropisch zwembad],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-10,vakantiehuisje,Exact match (close variant),Added,LDL | NL | S | GE | Accommodations > vakantiehuis,[vakantiehuis],1,14,7.14%,EUR,1.92,1.92,0.00%,0.00,0.00
2026-04-12,groot huis huren,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > groep,[groepshuis huren],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-06,vakantiehuisje boeken,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiehuis,[vakantie huisjes],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-10,huisje 10 personen,Exact match,Added,LDL | NL | S | GE | Accommodations > 9-13 persoons,[huisje 10 personen],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-03-31,huisje huren met huisdier,Exact match,Added,LDL | NL | S | GE | Accommodations > huisdier,[huisje huren met huisdier],1,1,100.00%,EUR,1.98,1.98,0.00%,0.00,0.00
2026-04-11,vakantiewoningen 18 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 14-19 persoons,[vakantiehuis voor 18 personen],1,1,100.00%,EUR,1.98,1.98,0.00%,0.00,0.00
2026-03-31,vakantiehuis met wellness,Exact match,Added,LDL | NL | S | GE | Accommodations > wellness,[vakantiehuis met wellness],2,2,100.00%,EUR,1.78,3.56,0.00%,0.00,0.00
2026-04-01,knus vakantiehuisje 2 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 1-4 persoons,[2 personen huisje],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-13,knus vakantiehuisje 2 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 1-4 persoons,[vakantiehuisje voor 2 personen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-05,wellness bungalow met hond,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > wellness,[wellness huisje met hond],1,1,100.00%,EUR,1.69,1.69,0.00%,0.00,0.00
2026-04-01,groepsaccommodatie familieweekend,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > familie,[groepsaccommodatie familie],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-03-31,groepsaccommodatie 15 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 14-19 persoons,[vakantiehuis 15 personen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-12,prive villa met zwembad,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[huisje met prive zwembad],1,3,33.33%,EUR,1.93,1.93,0.00%,0.00,0.00
2026-04-03,vakantiepark,Exact match,Added,LDL | NL | S | GE | Accommodations > vakantiepark,[vakantiepark],23,190,12.11%,EUR,1.89,43.50,0.27%,0.06,690.48
2026-04-06,vakantiepark grote huizen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > familie,[familiehuis op vakantiepark],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-13,familiehuis huren,Exact match (close variant),Added,LDL | NL | S | GE | Accommodations > familie,[familievakantiehuis],1,1,100.00%,EUR,1.97,1.97,0.00%,0.00,0.00
2026-04-08,groepshuizen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > groep,[groepsvakantiehuis],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-11,kamphuis 20 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 20+ persoons,[20 personen huisje],1,1,100.00%,EUR,1.93,1.93,0.00%,0.00,0.00
2026-04-13,zwemparadijs vakantiepark,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[parken met zwemparadijs],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-07,vakantiehuis 18 personen,Exact match,Added,LDL | NL | S | GE | Accommodations > 14-19 persoons,[vakantiehuis 18 personen],1,7,14.29%,EUR,1.98,1.98,0.00%,0.00,0.00
2026-04-11,leukste vakantieparken met kinderen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[kindvriendelijke vakantieparken],0,9,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-04,goedkope groepsaccommodatie 16 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 14-19 persoons,[16 persoons vakantiehuis],1,1,100.00%,EUR,1.96,1.96,0.00%,0.00,0.00
2026-03-31,nacht weg met kinderen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[overnachting met kinderen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-03-31,wellness huisje in het bos,Exact match,Added,LDL | NL | S | GE | Accommodations > wellness,[wellness huisje in het bos],1,1,100.00%,EUR,1.77,1.77,0.00%,0.00,0.00
2026-04-08,vakantiehuisje met kinderen,Exact match,Added,LDL | NL | S | GE | Accommodations > kinderen,[vakantiehuisje met kinderen],0,3,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-03,nachtje weg wellness huisje,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > wellness,[wellness huisje],1,2,50.00%,EUR,0.93,0.93,0.00%,0.00,0.00
2026-03-31,nachtje weg 4 personen huisje,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 1-4 persoons,[4 personen huisje],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-10,bubbelbad huisjes,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > bubbelbad,[huisje met hottub],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-07,groepsaccommodatie 12 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 9-13 persoons,[12 personen vakantiehuisje],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-12,wellness villa,Exact match,Added,LDL | NL | S | GE | Accommodations > wellness,[wellness villa],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-12,vakantiepark met huisjes,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiepark,[vakantieparken],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-06,huis 12 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 9-13 persoons,[12 personen huisje],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-04,huis zwembad,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[huisje met prive zwembad],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-05,leukste vakantieparken met kinderen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[kindvriendelijke vakantieparken],0,7,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-06,vakantiepark netherlands,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > vakantiepark,[vakantieparken],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-13,12 persoonshuis huren,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 9-13 persoons,[12 persoons vakantiehuis],2,1,200.00%,EUR,1.94,3.88,0.00%,0.00,0.00
2026-04-11,huisje huren met wellness,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > wellness,[huisje met wellness],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-06,glamperen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > glamping,[luxe glamping],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-06,12 persoons huisje,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 9-13 persoons,[12 persoons vakantiehuis],1,1,100.00%,EUR,1.97,1.97,0.00%,0.00,0.00
2026-04-12,vakantiehuizen met zwembad,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[vakantiehuisje met zwembad],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-05,vakantiehuisje kindvriendelijk,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[vakantiehuis met kinderen],2,1,200.00%,EUR,1.93,3.86,0.00%,0.00,0.00
2026-04-08,vakantiepark overdekt zwembad,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[vakantiepark subtropisch zwembad],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-03-31,vakantie woning huren,Exact match,Added,LDL | NL | S | GE | Accommodations > vakantiehuis,[vakantie woning huren],0,3,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-03-31,leuke vakantiebestemmingen met kinderen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[kinder vakantie],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-11,8 persoons bungalow,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 5-8 persoons,[8 personen bungalow],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-03-31,vakantie kids,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[kinder vakantie],1,1,100.00%,EUR,1.92,1.92,0.00%,0.00,0.00
2026-04-11,vakantiehuis voor 11 personen,Exact match,Added,LDL | NL | S | GE | Accommodations > 9-13 persoons,[vakantiehuis voor 11 personen],1,2,50.00%,EUR,0.67,0.67,0.00%,0.00,0.00
2026-04-06,8 persoons vakantiehuis,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 5-8 persoons,[vakantiehuisje 8 personen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-10,20 persoons vakantiehuis,Exact match,Added,LDL | NL | S | GE | Accommodations > 20+ persoons,[20 persoons vakantiehuis],1,2,50.00%,EUR,1.93,1.93,0.00%,0.00,0.00
2026-04-08,overnachting 10 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 9-13 persoons,[10 personen huisje],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-08,6 persoons huisje,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 5-8 persoons,[6 personen huisje],1,2,50.00%,EUR,1.95,1.95,0.00%,0.00,0.00
2026-04-01,vakantiewoning 12 personen,Exact match,Added,LDL | NL | S | GE | Accommodations > 9-13 persoons,[vakantiewoning 12 personen],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-12,vakantieparken kinderen,Exact match,Added,LDL | NL | S | GE | Accommodations > kinderen,[vakantieparken kinderen],0,5,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-03-31,familiewoningen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > familie,[familiehuisje],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-05,vakantiewoningen voor 12 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 9-13 persoons,[12 persoons vakantiehuis],1,1,100.00%,EUR,1.92,1.92,0.00%,0.00,0.00
2026-04-05,weekend weg met familie 10 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 9-13 persoons,[huisje 10 personen],1,2,50.00%,EUR,1.91,1.91,0.00%,0.00,0.00
2026-04-11,vakantiehuisje,Exact match (close variant),Added,LDL | NL | S | GE | Accommodations > vakantiehuis,[vakantiehuisje huren],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-02,vakantiehuisje met jacuzzi,Exact match,Added,LDL | NL | S | GE | Accommodations > bubbelbad,[vakantiehuisje met jacuzzi],4,24,16.67%,EUR,1.96,7.82,0.00%,0.00,0.00
2026-04-05,vakantie glamping,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > glamping,[luxe glamping],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-11,park met zwembad en glijbanen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[park met waterpark],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-08,nachtje weg 4 personen huisje,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 1-4 persoons,[4 personen huisje],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-05,vakantiepark zwembad,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[vakantiepark met zwemparadijs],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-12,vakantiepark leuk voor kinderen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[kindvriendelijke vakantieparken],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-12,vakantiehuis 24 personen,Exact match,Added,LDL | NL | S | GE | Accommodations > 20+ persoons,[vakantiehuis 24 personen],1,7,14.29%,EUR,1.56,1.56,0.00%,0.00,0.00
2026-04-13,nachtje weg met kinderen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > kinderen,[overnachting met kinderen],11,82,13.41%,EUR,1.43,15.77,0.00%,0.00,0.00
2026-03-31,safaritent,Exact match,Added,LDL | NL | S | GE | Accommodations > safaritent,[safaritent],2,10,20.00%,EUR,2.00,4.00,0.00%,0.00,0.00
2026-04-13,weekend weg 18 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 14-19 persoons,[18 personen vakantie],1,1,100.00%,EUR,1.03,1.03,0.00%,0.00,0.00
2026-03-31,vakantiehuizen 18 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 14-19 persoons,[18 personen huisje],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-01,vakantiepark met aquapark,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > zwembad,[vakantie met waterpark],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-12,vakantiehuis huren 20 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 20+ persoons,[20 persoons vakantiehuis],0,1,0.00%,EUR,0,0.00,0.00%,0.00,0.00
2026-04-08,groepsaccommodatie 16 personen,Exact match (close variant),None,LDL | NL | S | GE | Accommodations > 14-19 persoons,[vakantiehuis 16 personen],0,2,0.00%,EUR,0,0.00,0.00%,0.00,0.00
